AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,COMMIS,SALES_PRICE
KK Nagar,2344,71,4.0,2.0,6,AbNormal,No,Commercial,NoSeWa,Gravel,RM,4.9,3.2,4.4,4.19,471247,18849880
Adyar,929,76,1.0,1.0,3,AdjLand,Yes,Others,NoSeWa,Paved,RH,2.4,2.3,2.7,2.53,75843,9480425
Anna Nagar,1843,158,2.0,1.0,5,AdjLand,No,House,ELO,No Access,RL,3.9,3.4,3.3,3.535,147177,12264750
Anna Nagar,1918,187,2.0,1.0,5,Partial,Yes,Commercial,AllPub,Gravel,RL,3.2,2.5,2.3,2.665,218751,21875050
KK Nagar,1507,54,2.0,1.0,4,Normal Sale,Yes,Commercial,AllPub,Paved,RH,3.2,4.8,3.0,3.6,243694,13538580
KK Nagar,1499,89,2.0,1.0,4,Family,No,House,AllPub,Gravel,RH,2.5,3.0,4.6,3.49,186403,8876320
KK Nagar,1526,64,2.0,1.0,4,Normal Sale,Yes,Commercial,AllPub,Paved,RH,4.1,3.8,4.5,4.17,327481,13645040
Anna Nagar,1855,82,2.0,1.0,5,AbNormal,Yes,Commercial,NoSewr ,Paved,RH,3.3,2.1,4.8,3.6,188966,20996200
Karapakkam,1627,39,2.0,2.0,4,Normal Sale,Yes,Others,ELO,Paved,RH,4.1,4.6,2.5,3.61,99782,9071125
Velachery,1846,28,3.0,2.0,5,AbNormal,No,House,AllPub,Gravel,RM,3.6,3.9,2.0,3.26,129790,10815830
KK Nagar,2019,65,3.0,2.0,5,AbNormal,Yes,Others,NoSewr ,Paved,RM,3.8,3.1,3.2,3.35,230445,12802500
Karapakkam,1578,153,2.0,2.0,4,Normal Sale,Yes,Others,AllPub,Gravel,I,4.3,4.6,3.4,[4.26666667 3.86666667 3.36666667 ... 3.8        4.16666667 3.63333333],238313,9532500
Velachery,1780,115,2.0,1.0,4,Family,Yes,Commercial,NoSeWa,No Access,C,2.8,4.6,2.5,3.52,173507,13346700
Karapakkam,662,148,1.0,1.0,2,Partial,No,Commercial,NoSeWa,No Access,C,4.7,3.3,2.5,3.4,65348,4356500
Chrompet,1005,17,1.0,1.0,3,Family,No,Commercial,NoSewr ,Gravel,RL,2.2,2.8,4.9,3.25,183857,12257100
Karapakkam,839,102,1.0,1.0,2,Partial,No,House,NoSeWa,Paved,C,4.6,4.6,2.3,3.68,49206,4100500
Anna Nagar,1698,76,1.0,1.0,4,Partial,No,House,AllPub,No Access,RM,4.7,4.4,4.3,4.465,80692,11527430
Adyar,878,16,1.0,1.0,3,Partial,Yes,House,NoSewr ,Paved,A,5.0,3.3,5.0,4.66,6453,6452785
Chrompet,835,77,1.0,1.0,3,Partial,Yes,House,ELO,Paved,RM,3.8,4.5,3.0,3.84,33739,8434750
Chrompet,911,84,1.0,1.0,3,Partial,Yes,Others,ELO,No Access,RH,3.8,3.8,2.0,3.26,37139,7427820
Velachery,1796,176,2.0,1.0,4,AdjLand,Yes,House,ELO,No Access,RH,4.8,2.1,3.8,3.29,118370,9105350
Karapakkam,1004,182,1.0,1.0,3,AdjLand,No,Others,ELO,No Access,C,4.9,3.3,3.1,3.7,75544,4721500
Anna Nagar,1694,86,1.0,1.0,4,Normal Sale,No,Others,NoSeWa,Paved,RL,2.6,2.5,2.4,2.495,213775,12575010
Karapakkam,1244,50,1.0,1.0,3,AbNormal,Yes,Others,AllPub,Gravel,I,2.5,2.1,2.6,2.42,143150,7952750
Karapakkam,588,163,1.0,1.0,2,Partial,No,Others,AllPub,Paved,RL,4.9,4.2,3.5,4.13,57055,5705500
KK Nagar,2342,69,4.0,2.0,6,AdjLand,Yes,House,NoSewr ,Paved,RL,4.1,3.8,2.6,3.41,180582,12898740
Velachery,1835,88,3.0,2.0,5,Normal Sale,No,Others,AllPub,Paved,RL,4.7,2.6,2.1,2.98,182284,10722580
Anna Nagar,1977,84,2.0,1.0,5,Partial,Yes,House,AllPub,Gravel,RL,4.6,4.8,3.9,4.37,211544,14102960
KK Nagar,1961,104,3.0,2.0,5,AbNormal,Yes,Commercial,NoSeWa,Gravel,RM,2.0,2.6,3.2,2.66,387484,17612900
Velachery,1517,82,2.0,1.0,4,Normal Sale,Yes,House,NoSewr ,No Access,A,3.2,3.5,3.8,3.52,85763,7146890
KK Nagar,2409,103,4.0,2.0,6,Partial,Yes,Others,NoSeWa,Gravel,RL,4.3,4.0,2.0,3.29,242577,13476480
Velachery,1864,187,3.0,2.0,5,Partial,No,Commercial,ELO,Gravel,RH,3.2,4.6,2.8,3.71,181207,15100560
Velachery,1643,52,2.0,1.0,4,Family,Yes,Commercial,AllPub,Paved,RM,4.8,3.6,2.4,3.54,249584,15599020
Adyar,1015,76,1.0,1.0,3,Family,Yes,Commercial,NoSewr ,No Access,C,4.6,2.2,2.3,2.97,112246,11224620
Anna Nagar,1700,135,1.0,1.0,4,Normal Sale,Yes,Others,NoSewr ,No Access,RH,4.3,2.7,2.4,3.14,174679,12477040
Karapakkam,624,34,1.0,1.0,2,Family,No,Commercial,ELO,No Access,C,4.4,3.4,3.0,3.54,92321,4396250
Chrompet,980,84,1.0,1.0,3,Normal Sale,No,Commercial,NoSewr ,Paved,RL,3.0,3.8,4.6,3.8,130908,11900750
Karapakkam,1003,196,1.0,1.0,3,AbNormal,Yes,Commercial,NoSeWa,Gravel,RH,2.5,4.3,4.4,3.8,161440,10090000
Adyar,1072,66,1.0,1.0,3,Family,Yes,House,NoSeWa,No Access,A,2.3,2.3,2.3,2.3,33038,6607690
Karapakkam,808,119,1.0,1.0,2,AdjLand,No,House,NoSeWa,Gravel,C,3.1,2.4,3.0,2.85,90293,4752250
Chrompet,1027,131,1.0,1.0,3,Normal Sale,No,House,ELO,Paved,RH,2.8,3.7,3.3,3.31,44648,7441350
Karapakkam,696,84,1.0,1.0,2,Normal Sale,No,House,NoSeWa,Gravel,RL,3.5,2.1,3.6,3.12,77295,6441250
Velachery,1716,86,2.0,1.0,4,Family,Yes,House,ELO,Paved,RL,2.1,3.3,2.2,2.67,155398,10359860
Velachery,1878,18,3.0,2.0,5,Family,No,Commercial,AllPub,Paved,C,5.0,2.6,4.8,3.86,257917,14328720
KK Nagar,1699,98,2.0,1.0,4,Normal Sale,Yes,Others,NoSeWa,Gravel,RL,4.3,2.9,2.4,3.12,125885,11444100
KK Nagar,1626,188,2.0,1.0,4,AbNormal,No,House,AllPub,Paved,RM,2.9,3.6,2.7,3.03,135524,9680280
KK Nagar,1730,200,2.0,1.0,4,Normal Sale,No,Commercial,NoSewr ,Gravel,RL,2.1,3.5,3.5,3.08,235830,14739360
Chrompet,996,78,1.0,1.0,3,Family,No,Others,ELO,Gravel,RL,4.1,4.9,2.6,3.97,151974,8939620
Chrompet,1277,111,2.0,1.0,4,AdjLand,Yes,Commercial,AllPub,No Access,RM,4.0,3.8,3.4,3.74,47131,15710400
Chrompet,906,64,1.0,1.0,3,Normal Sale,No,Commercial,NoSeWa,Paved,RH,3.2,2.3,2.9,2.75,30680,10226600
Anna Nagar,1976,112,2.0,1.0,5,Partial,No,House,NoSeWa,Paved,RL,5.0,2.9,2.2,3.355,110700,12300050
Velachery,1776,120,2.0,1.0,4,Normal Sale,Yes,House,NoSeWa,Paved,RH,4.9,2.4,3.4,[4.26666667 3.86666667 3.36666667 ... 3.8        4.16666667 3.63333333],89903,9989170
Karapakkam,1402,112,2.0,2.0,4,Normal Sale,No,House,NoSeWa,Gravel,I,3.7,3.6,5.0,4.19,111464,6966500
Chrompet,1160,138,1.0,1.0,3,AdjLand,Yes,Others,AllPub,No Access,RH,4.4,3.4,2.7,3.49,104103,9463900
Velachery,1957,134,3.0,2.0,5,Normal Sale,Yes,Commercial,ELO,No Access,I,4.6,3.7,3.1,3.75,243191,15199450
T Nagar,1887,48,2.0,1.0,5,AdjLand,No,Commercial,NoSewr ,No Access,RL,2.3,2.4,3.3,2.775,348491,20499450
Velachery,1859,142,3.0,2.0,5,Normal Sale,Yes,House,ELO,Paved,RH,4.6,4.9,4.4,4.68,138953,9925210
Chrompet,747,168,1.0,1.0,2,Family,Yes,Commercial,AllPub,No Access,RM,4.9,2.7,2.7,3.36,157130,11223550
Adyar,985,159,1.0,1.0,3,Partial,Yes,House,NoSeWa,Paved,C,3.6,2.7,2.1,2.67,44277,7379505
Chrompet,1024,77,1.0,1.0,3,Normal Sale,Yes,Commercial,AllPub,No Access,RH,3.4,3.3,2.7,3.15,108823,12091400
Velachery,1600,148,2.0,1.0,4,Family,Yes,Others,ELO,Paved,RL,2.9,3.5,4.9,3.77,94772,10530200
Chrompet,1276,141,2.0,1.0,4,Normal Sale,No,Others,NoSeWa,Paved,RL,3.8,2.3,3.8,3.2,163270,9604120
Chrompet,1159,90,1.0,1.0,3,Family,Yes,House,ELO,Gravel,RH,4.3,3.3,2.6,3.39,108754,9062800
Karapakkam,1024,142,1.0,1.0,3,AbNormal,Yes,House,NoSeWa,No Access,C,3.4,3.1,4.9,3.91,94970,4748500
Adyar,1249,93,2.0,2.0,4,AdjLand,No,Commercial,NoSewr ,Paved,A,3.9,2.2,4.8,[4.26666667 3.86666667 3.36666667 ... 3.8        4.16666667 3.63333333],176992,12642285
Chrompet,839,175,1.0,1.0,3,Normal Sale,Yes,Others,AllPub,Gravel,RH,2.5,4.4,3.2,3.47,72859,9107430
Chrompet,1286,105,2.0,1.0,4,AbNormal,No,House,AllPub,No Access,RM,2.2,2.2,4.9,3.01,118993,9153300
KK Nagar,2467,69,4.0,2.0,6,AdjLand,No,House,AllPub,Gravel,RL,3.0,3.6,2.4,2.94,139160,12650920
Karapakkam,653,121,1.0,1.0,2,AdjLand,No,Commercial,ELO,No Access,RM,2.5,3.1,5.0,3.68,160340,7635250
Karapakkam,606,4,1.0,1.0,2,Family,Yes,Others,NoSeWa,Gravel,RM,2.6,3.0,3.9,3.24,117810,7854000
T Nagar,1837,81,2.0,1.0,5,AdjLand,Yes,House,ELO,No Access,RL,4.3,4.1,4.8,4.475,105578,13197230
Velachery,1880,95,3.0,2.0,5,Family,Yes,Commercial,NoSeWa,No Access,C,3.7,3.2,4.2,3.63,109357,13669670
KK Nagar,2189,1,3.0,2.0,5,AdjLand,Yes,Commercial,AllPub,Gravel,RH,2.3,4.7,4.5,3.9,456247,18249860
Velachery,1853,123,3.0,2.0,5,AdjLand,Yes,Commercial,NoSewr ,Paved,C,2.4,4.3,4.5,3.89,279439,14707330
Chrompet,1057,200,1.0,1.0,3,Normal Sale,No,Others,AllPub,Paved,RL,4.3,3.2,2.6,3.35,27435,9144840
Adyar,723,49,1.0,1.0,2,Family,No,Commercial,ELO,Gravel,RM,3.6,3.7,3.7,3.67,142609,10969920
T Nagar,1812,100,2.0,1.0,5,Family,No,Others,ELO,No Access,RL,2.8,2.6,4.2,3.38,232724,12248640
T Nagar,1788,145,1.0,1.0,4,AdjLand,Yes,Others,ELO,No Access,RL,4.6,3.0,5.0,4.38,156477,14225180
Velachery,1615,31,2.0,1.0,4,AbNormal,No,House,ELO,Paved,I,4.5,4.5,4.8,4.59,128308,8019280
Anna Nagar,1755,85,1.0,1.0,4,AdjLand,No,House,NoSewr ,No Access,RL,3.8,4.5,2.1,3.295,182565,11410310
Adyar,1296,25,2.0,2.0,4,Family,No,House,AllPub,No Access,RM,3.5,4.4,4.8,4.33,49753,9950600
KK Nagar,1554,18,2.0,1.0,4,AbNormal,Yes,House,NoSeWa,Paved,RL,2.7,2.5,3.8,3.08,229547,9980320
Anna Nagar,1737,71,1.0,1.0,4,AdjLand,Yes,House,AllPub,Gravel,RL,4.4,3.6,4.2,4.12,214392,14292780
Karapakkam,785,116,1.0,1.0,2,Family,Yes,Others,AllPub,No Access,I,4.0,2.9,3.0,3.27,86293,5752875
Karapakkam,1678,70,2.0,2.0,4,Partial,Yes,Commercial,NoSeWa,Gravel,C,3.3,2.9,4.9,3.82,202015,11883250
KK Nagar,2360,171,4.0,2.0,6,Normal Sale,Yes,Commercial,NoSewr ,Paved,RM,2.0,3.9,4.6,3.61,495405,19816180
KK Nagar,1464,2,2.0,1.0,4,Family,Yes,Others,NoSewr ,Paved,RH,4.8,4.0,3.1,3.88,131525,9394640
KK Nagar,1632,156,2.0,1.0,4,Partial,Yes,Others,AllPub,Gravel,RH,2.7,4.5,2.9,[4.26666667 3.86666667 3.36666667 ... 3.8        4.16666667 3.63333333],262661,10506420
Velachery,1755,103,2.0,1.0,4,AbNormal,Yes,Others,ELO,No Access,C,2.6,3.9,4.0,3.61,61340,8762820
Velachery,1556,105,2.0,1.0,4,Partial,No,Others,NoSeWa,Paved,RL,4.6,2.4,4.4,3.55,130873,9348100
Adyar,1170,120,1.0,1.0,3,AdjLand,No,House,NoSeWa,Gravel,RH,3.0,3.3,4.0,3.56,18269,9134740
Adyar,901,106,1.0,1.0,3,Partial,No,Others,AllPub,Gravel,I,4.6,4.8,4.6,4.64,84076,7643255
Karapakkam,1160,184,1.0,1.0,3,Partial,Yes,Commercial,NoSeWa,Gravel,A,4.0,4.9,2.9,3.83,222156,8886250
Karapakkam,1570,170,2.0,2.0,4,Family,Yes,House,NoSewr ,No Access,A,3.0,5.0,3.0,3.6,128140,6407000
Karapakkam,1476,167,2.0,2.0,4,AbNormal,No,Commercial,NoSewr ,Paved,RL,4.4,3.4,4.4,4.1,126896,11536000
Karapakkam,586,190,1.0,1.0,2,Family,Yes,Others,ELO,Paved,I,4.4,2.9,2.2,3.07,85328,5333000
Karapakkam,1059,110,1.0,1.0,3,Normal Sale,Yes,House,AllPub,Paved,RL,3.9,3.7,4.9,4.24,188382,7849250
T Nagar,1712,1,1.0,1.0,4,AbNormal,Yes,House,NoSewr ,Gravel,RL,3.5,4.7,3.1,3.62,262157,13797720
Adyar,847,7,1.0,1.0,3,Partial,No,Others,NoSeWa,Gravel,RH,2.6,2.1,2.7,2.55,14985,7492300
Karapakkam,1192,152,1.0,1.0,3,Family,No,House,NoSewr ,No Access,I,4.5,4.5,3.6,4.14,101503,5342250
Velachery,1942,126,3.0,2.0,5,Partial,Yes,Commercial,AllPub,No Access,RL,4.1,3.4,2.7,3.37,324253,16212650
Karapakkam,557,105,1.0,1.0,2,Family,Yes,Others,ELO,No Access,I,4.3,3.0,2.8,3.31,94203,4710125
Velachery,1728,123,2.0,1.0,4,Normal Sale,Yes,Commercial,ELO,Gravel,I,4.0,2.6,2.8,3.01,283071,14898480
Velachery,1798,23,2.0,1.0,4,Family,Yes,Commercial,AllPub,Gravel,RM,3.0,3.4,4.0,3.48,204725,17060380
Karapakkam,1497,24,2.0,2.0,4,Partial,Yes,House,AllPub,Gravel,A,4.4,3.8,4.8,4.38,76249,6931750
Chrompet,1173,27,1.0,1.0,3,Normal Sale,Yes,House,NoSeWa,No Access,RH,3.1,2.1,3.2,2.73,24589,8196400
Anna Nagar,1640,198,1.0,1.0,4,Partial,Yes,Commercial,NoSewr ,No Access,RH,3.7,3.4,4.5,3.945,318684,17704670
KK Nagar,1747,82,2.0,1.0,4,Partial,Yes,Others,NoSeWa,Paved,RL,2.2,4.9,3.1,3.37,161770,10784680
Karapakkam,1342,183,2.0,2.0,4,AbNormal,Yes,Commercial,ELO,No Access,I,4.8,2.9,2.2,3.19,211074,9594250
T Nagar,2000,31,2.0,1.0,5,AdjLand,No,House,NoSewr ,No Access,RM,4.1,3.9,2.4,3.285,95178,13596890
Velachery,1987,158,3.0,2.0,5,Family,No,Others,NoSeWa,Gravel,RH,3.7,3.0,2.9,3.15,167345,11156320
Karapakkam,1567,2,2.0,2.0,4,Family,No,Others,AllPub,Gravel,C,4.2,2.9,4.5,3.93,193147,7725875
Karapakkam,1188,187,1.0,1.0,3,Partial,No,Commercial,AllPub,No Access,RM,2.8,4.8,3.3,3.6,186571,9819500
Adyar,737,12,1.0,1.0,2,Family,No,House,NoSewr ,No Access,A,2.0,2.0,3.5,2.75,54169,3869180
Karapakkam,785,63,1.0,1.0,2,AdjLand,Yes,Others,NoSeWa,Paved,C,2.1,5.0,2.1,2.97,93642,5852625
KK Nagar,2078,13,3.0,2.0,5,AbNormal,No,House,NoSeWa,Paved,RH,2.3,2.8,4.6,[4.26666667 3.86666667 3.36666667 ... 3.8        4.16666667 3.63333333],106665,9696820
Adyar,647,45,1.0,1.0,2,Family,Yes,Commercial,AllPub,No Access,RH,2.0,4.7,4.0,3.54,76596,9574550
Karapakkam,1171,111,1.0,1.0,3,AdjLand,Yes,Others,AllPub,No Access,A,4.0,4.8,2.2,3.52,134258,6102625
KK Nagar,2435,124,4.0,2.0,6,Partial,Yes,Commercial,NoSewr ,Gravel,RM,2.6,4.0,4.1,3.62,364434,20246360
Velachery,1805,29,3.0,2.0,5,AdjLand,Yes,Commercial,AllPub,Paved,RL,2.6,4.7,5.0,4.27,237027,16930470
Karapakkam,1145,38,1.0,1.0,3,Normal Sale,No,House,AllPub,Gravel,A,4.2,5.0,3.8,4.28,82654,5510250
Karapakkam,971,15,1.0,1.0,3,Normal Sale,No,House,AllPub,Paved,RL,2.4,2.6,2.1,2.34,156732,6530500
Karapakkam,1657,78,2.0,2.0,4,AbNormal,Yes,Others,NoSeWa,Gravel,RL,3.6,2.5,3.8,3.35,223237,10147125
Velachery,1638,16,2.0,1.0,4,AdjLand,Yes,House,NoSewr ,No Access,RH,4.1,3.1,4.2,3.68,116471,9705900
Adyar,1284,141,2.0,2.0,4,Normal Sale,Yes,Commercial,ELO,Paved,RL,3.4,2.1,4.3,3.59,225505,16107475
Adyar,1273,66,2.0,2.0,4,AbNormal,No,Others,ELO,No Access,A,2.2,3.8,3.4,3.12,96872,7451690
Chrompet,1185,188,1.0,1.0,3,Normal Sale,Yes,House,ELO,Gravel,RL,3.5,3.1,3.0,3.19,111793,10163000
T Nagar,1538,161,1.0,1.0,4,Family,Yes,Commercial,NoSewr ,Gravel,RL,4.1,3.5,3.8,3.815,368162,19376950
KK Nagar,1929,84,3.0,2.0,5,Normal Sale,No,Others,AllPub,Paved,RH,4.1,2.5,3.1,3.22,81392,10173980
KK Nagar,1656,30,2.0,1.0,4,AbNormal,Yes,House,NoSewr ,Paved,RM,4.1,3.7,4.1,3.98,163652,10910100
Adyar,1287,9,2.0,2.0,4,Family,Yes,Commercial,NoSeWa,Gravel,I,2.6,4.3,2.3,2.79,135123,15013625
T Nagar,1749,118,1.0,1.0,4,AbNormal,No,Others,NoSeWa,No Access,RH,3.5,2.5,4.3,3.61,152274,11713410
Anna Nagar,1585,188,1.0,1.0,4,Family,No,Commercial,AllPub,No Access,RL,2.3,4.2,2.1,[4.26666667 3.86666667 3.36666667 ... 3.8        4.16666667 3.63333333],104297,17382790
T Nagar,1962,180,2.0,1.0,5,Normal Sale,Yes,Others,NoSewr ,Paved,RM,4.8,3.9,3.6,4.035,222082,15862990
KK Nagar,1425,106,2.0,1.0,4,Normal Sale,No,House,NoSewr ,Paved,RL,3.8,3.4,3.8,3.68,69418,8677280
Karapakkam,884,11,1.0,1.0,2,Normal Sale,Yes,Commercial,NoSewr ,Paved,I,4.8,2.7,3.8,3.77,132520,8282500
Chrompet,1052,159,1.0,1.0,3,Normal Sale,No,Others,NoSewr ,No Access,RH,4.4,2.0,4.4,3.44,103048,7926740
T Nagar,1756,12,1.0,1.0,4,Partial,No,House,NoSeWa,Gravel,RL,5.0,5.0,3.5,4.325,133029,12093570
Karapakkam,523,148,1.0,1.0,2,AbNormal,Yes,House,AllPub,Gravel,RM,3.0,4.2,4.0,3.76,118240,7390000
Velachery,1524,33,2.0,1.0,4,Family,Yes,Others,NoSewr ,Paved,RM,3.9,3.2,3.8,3.56,187906,11053290
T Nagar,1949,137,2.0,1.0,5,Partial,Yes,Others,NoSewr ,No Access,RM,3.3,2.6,2.0,2.54,216974,14464930
Chrompet,1263,61,2.0,1.0,4,AdjLand,No,Others,NoSeWa,Gravel,RL,4.7,3.5,2.2,3.47,127644,10637010
KK Nagar,1917,106,3.0,2.0,5,Family,Yes,House,AllPub,Paved,RL,2.7,4.8,3.4,3.61,276149,11045960
KK Nagar,1401,100,2.0,1.0,4,Partial,No,House,NoSeWa,Paved,RH,2.2,4.7,3.0,3.27,148204,7410200
Chrompet,723,8,1.0,1.0,2,Family,No,Others,AllPub,Gravel,RM,2.7,4.1,5.0,3.95,77813,8645860
T Nagar,1660,156,1.0,1.0,4,Normal Sale,No,Commercial,NoSeWa,Paved,RH,4.0,3.1,4.5,4.0,249028,17787740
Chrompet,895,191,1.0,1.0,3,Partial,Yes,House,ELO,Gravel,RH,3.9,4.0,3.5,3.82,93662,8514750
Anna Nagar,1889,160,2.0,1.0,5,Partial,Yes,House,ELO,Gravel,RM,3.5,2.4,2.4,2.785,83046,13841050
Chrompet,1199,187,1.0,1.0,3,AdjLand,No,Others,NoSewr ,Paved,RH,2.5,2.0,4.9,3.02,27482,9160580
Karapakkam,782,95,1.0,1.0,2,AdjLand,Yes,Commercial,AllPub,No Access,I,3.8,3.8,3.4,3.64,132507,7794500
Anna Nagar,1571,124,1.0,1.0,4,Partial,Yes,Others,NoSewr ,Paved,RL,3.9,2.5,4.8,3.91,64733,12946530
KK Nagar,1848,178,3.0,2.0,5,Normal Sale,Yes,Commercial,NoSewr ,Paved,RL,3.8,2.3,2.8,2.95,381199,15883280
Chrompet,1131,64,1.0,1.0,3,AdjLand,Yes,Others,NoSewr ,No Access,RL,4.6,4.7,3.2,4.22,121076,10089670
Karapakkam,1062,15,1.0,1.0,3,AdjLand,Yes,House,AllPub,No Access,A,4.3,2.1,4.9,3.88,112051,5335750
KK Nagar,1983,148,3.0,2.0,5,AdjLand,Yes,House,AllPub,Paved,RM,2.3,4.3,2.1,2.82,254664,12126880
Velachery,1572,1,2.0,1.0,4,AdjLand,No,House,NoSewr ,Gravel,C,2.0,4.3,2.4,3.16,65324,8165450
Anna Nagar,1535,149,1.0,1.0,4,Family,No,Others,ELO,Gravel,RH,3.6,3.1,4.3,3.755,206725,11484740
T Nagar,1818,193,2.0,1.0,5,Normal Sale,Yes,Commercial,NoSeWa,Gravel,RM,4.2,2.3,3.9,3.59,154173,22024740
KK Nagar,1484,54,2.0,1.0,4,Partial,Yes,Others,NoSewr ,Gravel,RH,3.4,2.5,4.2,[4.26666667 3.86666667 3.36666667 ... 3.8        4.16666667 3.63333333],224733,9771020
KK Nagar,2189,60,3.0,2.0,5,AdjLand,No,Others,NoSewr ,Gravel,RH,4.9,4.5,2.7,3.9,253509,12071880
Chrompet,1203,171,2.0,1.0,4,Partial,No,Commercial,AllPub,No Access,RL,2.6,4.8,3.0,3.6,219734,12925550
KK Nagar,1610,140,2.0,1.0,4,Partial,Yes,Commercial,AllPub,Gravel,RM,2.9,2.2,4.6,3.37,292362,15387480
Adyar,863,26,1.0,1.0,3,AbNormal,Yes,House,NoSeWa,Paved,A,3.1,3.7,3.1,3.22,59733,6637005
Karapakkam,985,61,1.0,1.0,3,Partial,No,Others,AllPub,Gravel,RL,2.2,4.4,2.3,2.9,59575,7446875
Karapakkam,1623,47,2.0,2.0,4,AbNormal,No,Commercial,AllPub,Paved,RH,4.6,2.7,4.2,3.87,291463,11658500
Adyar,1019,153,1.0,1.0,3,Partial,No,House,ELO,Gravel,C,3.7,3.5,3.4,3.51,26654,6663435
Karapakkam,1575,4,2.0,2.0,4,Family,Yes,House,NoSeWa,Paved,RM,3.6,3.1,4.3,3.73,227568,9894250
Chrompet,802,161,1.0,1.0,3,AbNormal,No,Others,NoSeWa,No Access,RM,3.4,4.2,3.6,3.78,47811,7968490
T Nagar,1846,190,2.0,1.0,5,Normal Sale,No,Others,NoSewr ,No Access,RH,2.8,2.0,5.0,3.59,173653,12403760
Chrompet,759,131,1.0,1.0,2,AdjLand,No,Others,AllPub,Paved,RL,4.0,4.7,3.0,3.98,57045,8149280
KK Nagar,2060,159,3.0,2.0,5,AbNormal,No,Commercial,NoSewr ,Paved,RL,3.1,3.6,4.5,3.81,352277,16012600
KK Nagar,1503,183,2.0,1.0,4,Partial,Yes,Others,NoSeWa,Gravel,RM,4.3,4.5,3.2,3.92,244663,11121040
Velachery,1853,17,3.0,2.0,5,Partial,Yes,House,NoSeWa,No Access,RL,4.2,4.1,2.6,3.68,75698,9462230
T Nagar,1739,16,1.0,1.0,4,AdjLand,Yes,Commercial,NoSeWa,Paved,RL,4.5,4.9,4.0,4.375,286686,20477590
Karapakkam,766,38,1.0,1.0,2,Family,Yes,Commercial,NoSeWa,Paved,RM,4.8,2.2,2.0,2.9,105066,8755500
Chrompet,857,27,1.0,1.0,3,AbNormal,Yes,Others,AllPub,No Access,RL,3.0,2.4,4.8,3.3,127074,8471590
T Nagar,1887,108,2.0,1.0,5,Partial,No,House,ELO,Gravel,RM,3.0,4.4,2.3,3.035,234433,13024030
Karapakkam,1502,98,2.0,2.0,4,Normal Sale,No,House,NoSewr ,No Access,RM,2.2,2.2,2.4,2.28,147875,8215250
Velachery,1568,109,2.0,1.0,4,Family,No,Others,NoSeWa,No Access,A,3.4,2.3,4.1,3.12,114513,6361850
Chrompet,918,190,1.0,1.0,3,Partial,No,Commercial,NoSeWa,No Access,RM,3.6,2.7,4.2,3.42,32788,10929300
Adyar,1289,70,2.0,2.0,4,Normal Sale,No,Commercial,AllPub,Gravel,RH,3.2,3.9,2.3,2.89,87807,14634500
KK Nagar,1941,34,3.0,2.0,5,AdjLand,No,Others,NoSeWa,Gravel,RM,3.7,3.7,3.2,3.5,220112,12228420
Velachery,1730,146,2.0,1.0,4,AbNormal,Yes,Others,NoSeWa,No Access,RL,2.0,4.7,2.6,3.4,157416,10494410
Velachery,1513,128,2.0,1.0,4,Normal Sale,Yes,Commercial,ELO,Gravel,A,2.6,3.0,4.7,3.41,86454,12350640
Velachery,1762,142,2.0,1.0,4,Family,Yes,House,NoSeWa,No Access,RH,2.7,2.1,4.8,3.06,63498,9071080
Anna Nagar,1970,65,2.0,1.0,5,Partial,Yes,House,AllPub,No Access,RH,2.9,4.8,3.4,3.575,112058,12450910
Velachery,1702,129,2.0,1.0,4,AbNormal,No,Commercial,NoSewr ,No Access,I,4.4,2.3,2.3,2.83,207836,12225650
Velachery,1726,19,2.0,1.0,4,Partial,No,House,NoSewr ,No Access,C,2.6,3.0,3.4,3.02,122484,6804640
Chrompet,1243,164,2.0,1.0,4,Family,Yes,Commercial,NoSewr ,Gravel,RL,2.7,3.5,4.1,3.44,108466,15495150
Velachery,1550,53,2.0,1.0,4,Partial,Yes,Commercial,ELO,Gravel,A,3.5,2.1,3.4,2.84,236677,12456680
KK Nagar,1830,123,3.0,2.0,5,AdjLand,Yes,Commercial,AllPub,Gravel,RH,3.2,2.0,3.4,2.92,342558,16312280
Karapakkam,1435,76,2.0,2.0,4,AbNormal,Yes,House,NoSeWa,Gravel,RM,3.4,3.8,4.8,4.08,195065,9753250
Velachery,1729,105,2.0,1.0,4,Partial,Yes,Others,ELO,Paved,RH,4.4,4.8,2.0,3.86,116927,10629750
T Nagar,1572,113,1.0,1.0,4,AdjLand,Yes,Commercial,AllPub,Gravel,RM,2.9,2.7,4.5,3.57,207159,20715860
Chrompet,1145,74,1.0,1.0,3,AdjLand,Yes,Commercial,NoSewr ,Gravel,RH,4.3,2.7,2.5,3.12,185864,14297200
Chrompet,1043,143,1.0,1.0,3,AbNormal,Yes,Others,ELO,No Access,RH,3.9,3.7,2.7,3.46,66539,8317410
Karapakkam,1332,137,1.0,1.0,3,Normal Sale,No,Others,NoSewr ,Paved,RM,3.5,3.4,4.2,3.75,140446,8261500
Karapakkam,608,41,1.0,1.0,2,Family,Yes,Commercial,ELO,No Access,I,4.5,3.9,2.5,3.52,99300,6206250
